AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2025,9,140119,LAMBAYEQUE,CHICLAYO,PUCALA,M,60 A MAS AÑOS,PERÚ,1
2025,5,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,6-11 AÑOS,PERÚ,2
2025,5,150134,LIMA METROPOLITANA,LIMA,SAN LUIS,M,30-59 AÑOS,PERÚ,1
2025,4,120901,JUNÍN,CHUPACA,CHUPACA,M,12-17 AÑOS,PERÚ,1
2025,2,200405,PIURA,MORROPON,MORROPON,M,30-59 AÑOS,PERÚ,1
2025,3,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,12-17 AÑOS,PERÚ,2
2025,1,80101,CUSCO,CUSCO,CUSCO,F,60 A MAS AÑOS,PERÚ,1
2025,1,130107,LA LIBERTAD,TRUJILLO,MOCHE,M,18-29 AÑOS,PERÚ,1
2025,7,110101,ICA,ICA,ICA,F,12-17 AÑOS,PERÚ,2
2025,7,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,M,12-17 AÑOS,PERÚ,2
2025,9,210101,PUNO,PUNO,PUNO,F,30-59 AÑOS,PERÚ,1
2025,10,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,60 A MAS AÑOS,PERÚ,2
2025,2,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,M,60 A MAS AÑOS,PERÚ,2
2025,3,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,12-17 AÑOS,VENEZUELA,1
2025,5,100104,HUÁNUCO,HUANUCO,CHURUBAMBA,F,12-17 AÑOS,PERÚ,1
2025,1,170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,M,30-59 AÑOS,PERÚ,1
2025,7,90119,HUANCAVELICA,HUANCAVELICA,HUANDO,M,60 A MAS AÑOS,PERÚ,1
2025,8,50101,AYACUCHO,HUAMANGA,AYACUCHO,F,60 A MAS AÑOS,PERÚ,1
2025,9,150110,LIMA METROPOLITANA,LIMA,COMAS,M,18-29 AÑOS,PERÚ,7
2025,1,40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,F,12-17 AÑOS,PERÚ,1
2025,2,200301,PIURA,HUANCABAMBA,HUANCABAMBA,F,18-29 AÑOS,PERÚ,2
2025,2,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,12-17 AÑOS,PERÚ,1
2025,3,120305,JUNÍN,CHANCHAMAYO,SAN RAMON,F,12-17 AÑOS,PERÚ,1
2025,9,230104,TACNA,TACNA,CIUDAD NUEVA,F,18-29 AÑOS,PERÚ,1
2025,2,20801,ÁNCASH,CASMA,CASMA,F,60 A MAS AÑOS,PERÚ,1
2025,8,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,60 A MAS AÑOS,PERÚ,5
2025,5,210901,PUNO,MOHO,MOHO,F,18-29 AÑOS,PERÚ,1
2025,6,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,12-17 AÑOS,PERÚ,7
2025,4,220301,SAN MARTÍN,EL DORADO,SAN JOSE DE SISA,F,60 A MAS AÑOS,PERÚ,1
2025,2,110101,ICA,ICA,ICA,M,12-17 AÑOS,PERÚ,1
2025,7,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,60 A MAS AÑOS,PERÚ,1
2025,6,120601,JUNÍN,SATIPO,SATIPO,M,12-17 AÑOS,PERÚ,2
2025,1,150512,REGIÓN LIMA,CAÑETE,QUILMANA,M,18-29 AÑOS,PERÚ,1
2025,9,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,M,60 A MAS AÑOS,PERÚ,1
2025,3,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,F,12-17 AÑOS,PERÚ,1
2025,5,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,6-11 AÑOS,PERÚ,2
2025,4,220104,SAN MARTÍN,MOYOBAMBA,JEPELACIO,F,12-17 AÑOS,PERÚ,1
2025,9,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,F,12-17 AÑOS,PERÚ,3
2025,5,211101,PUNO,SAN ROMAN,JULIACA,M,12-17 AÑOS,PERÚ,1
2025,3,150605,REGIÓN LIMA,HUARAL,CHANCAY,M,12-17 AÑOS,PERÚ,1
2025,5,160108,LORETO,MAYNAS,PUNCHANA,M,12-17 AÑOS,PERÚ,1
2025,1,80301,CUSCO,ANTA,ANTA,M,18-29 AÑOS,PERÚ,3
2025,2,220601,SAN MARTÍN,MARISCAL CACERES,JUANJUI,F,6-11 AÑOS,PERÚ,1
2025,4,150105,LIMA METROPOLITANA,LIMA,BREÑA,F,12-17 AÑOS,PERÚ,1
2025,8,50115,AYACUCHO,HUAMANGA,JESUS NAZARENO,M,60 A MAS AÑOS,PERÚ,1
2025,7,60301,CAJAMARCA,CELENDIN,CELENDIN,M,12-17 AÑOS,PERÚ,1
2025,9,150139,LIMA METROPOLITANA,LIMA,SANTA ROSA,F,12-17 AÑOS,PERÚ,1
2025,1,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,F,30-59 AÑOS,PERÚ,1
2025,2,220803,SAN MARTÍN,RIOJA,ELIAS SOPLIN VARGAS,F,12-17 AÑOS,PERÚ,1
2025,5,70106,CALLAO,CALLAO,VENTANILLA,M,12-17 AÑOS,PERÚ,2
2025,10,160108,LORETO,MAYNAS,PUNCHANA,F,60 A MAS AÑOS,PERÚ,1
2025,2,21601,ÁNCASH,POMABAMBA,POMABAMBA,F,18-29 AÑOS,PERÚ,1
2025,10,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,60 A MAS AÑOS,PERÚ,3
2025,4,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,F,12-17 AÑOS,PERÚ,4
2025,2,150110,LIMA METROPOLITANA,LIMA,COMAS,M,30-59 AÑOS,PERÚ,3
2025,1,250201,UCAYALI,ATALAYA,RAYMONDI,F,12-17 AÑOS,PERÚ,2
2025,2,100111,HUÁNUCO,HUANUCO,PILLCO MARCA,F,18-29 AÑOS,PERÚ,2
2025,10,80910,CUSCO,LA CONVENCION,PICHARI,F,30-59 AÑOS,PERÚ,2
2025,6,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,18-29 AÑOS,PERÚ,1
2025,1,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,12-17 AÑOS,PERÚ,12
2025,5,120601,JUNÍN,SATIPO,SATIPO,F,12-17 AÑOS,PERÚ,1
2025,1,110101,ICA,ICA,ICA,F,12-17 AÑOS,PERÚ,1
2025,10,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,F,30-59 AÑOS,PERÚ,3
2025,4,160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,F,12-17 AÑOS,PERÚ,2
2025,3,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,6-11 AÑOS,PERÚ,1
2025,9,230101,TACNA,TACNA,TACNA,F,30-59 AÑOS,PERÚ,1
2025,2,40117,AREQUIPA,AREQUIPA,SACHACA,F,12-17 AÑOS,PERÚ,1
2025,10,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,12-17 AÑOS,PERÚ,10
2025,4,250302,UCAYALI,PADRE ABAD,IRAZOLA,F,0-5 AÑOS,PERÚ,1
2025,4,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,F,60 A MAS AÑOS,PERÚ,1
2025,8,80303,CUSCO,ANTA,CACHIMAYO,F,12-17 AÑOS,PERÚ,1
2025,10,81307,CUSCO,URUBAMBA,YUCAY,M,30-59 AÑOS,PERÚ,1
2025,3,50503,AYACUCHO,LA MAR,AYNA,M,6-11 AÑOS,PERÚ,1
2025,5,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,12-17 AÑOS,PERÚ,1
2025,8,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,F,18-29 AÑOS,PERÚ,1
2025,2,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,60 A MAS AÑOS,PERÚ,1
2025,6,10601,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,F,12-17 AÑOS,PERÚ,1
2025,10,60701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,F,0-5 AÑOS,PERÚ,1
2025,2,180301,MOQUEGUA,ILO,ILO,F,12-17 AÑOS,PERÚ,2
2025,2,110508,ICA,PISCO,TUPAC AMARU INCA,F,12-17 AÑOS,PERÚ,1
2025,3,150810,REGIÓN LIMA,HUAURA,SANTA MARIA,M,30-59 AÑOS,PERÚ,1
2025,10,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,18-29 AÑOS,PERÚ,3
2025,10,81201,CUSCO,QUISPICANCHI,URCOS,F,30-59 AÑOS,PERÚ,1
2025,6,200501,PIURA,PAITA,PAITA,F,12-17 AÑOS,VENEZUELA,1
2025,2,80101,CUSCO,CUSCO,CUSCO,F,18-29 AÑOS,PERÚ,2
2025,2,130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,30-59 AÑOS,PERÚ,1
2025,7,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,F,18-29 AÑOS,PERÚ,1
2025,5,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,12-17 AÑOS,PERÚ,2
2025,8,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,60 A MAS AÑOS,PERÚ,4
2025,1,50507,AYACUCHO,LA MAR,SANTA ROSA,M,12-17 AÑOS,PERÚ,1
2025,1,20601,ÁNCASH,CARHUAZ,CARHUAZ,F,12-17 AÑOS,PERÚ,1
2025,3,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,6-11 AÑOS,PERÚ,3
2025,6,160112,LORETO,MAYNAS,BELEN,F,12-17 AÑOS,PERÚ,4
2025,9,120101,JUNÍN,HUANCAYO,HUANCAYO,F,30-59 AÑOS,PERÚ,1
2025,10,220105,SAN MARTÍN,MOYOBAMBA,SORITOR,F,12-17 AÑOS,PERÚ,4
2025,1,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,M,18-29 AÑOS,PERÚ,2
2025,3,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,12-17 AÑOS,PERÚ,2
2025,6,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,M,12-17 AÑOS,PERÚ,2
2025,4,40501,AREQUIPA,CAYLLOMA,CHIVAY,M,30-59 AÑOS,PERÚ,1
2025,6,21201,ÁNCASH,HUAYLAS,CARAZ,M,6-11 AÑOS,PERÚ,1
2025,5,170203,MADRE DE DIOS,MANU,MADRE DE DIOS,M,30-59 AÑOS,PERÚ,1
2025,3,190113,PASCO,PASCO,YANACANCHA,M,60 A MAS AÑOS,PERÚ,1
2025,4,150103,LIMA METROPOLITANA,LIMA,ATE,F,18-29 AÑOS,VENEZUELA,1
2025,3,200101,PIURA,PIURA,PIURA,F,30-59 AÑOS,PERÚ,1
2025,8,130205,LA LIBERTAD,ASCOPE,PAIJAN,F,18-29 AÑOS,PERÚ,1
2025,6,21809,ÁNCASH,SANTA,NUEVO CHIMBOTE,M,6-11 AÑOS,PERÚ,1
2025,9,80101,CUSCO,CUSCO,CUSCO,M,12-17 AÑOS,PERÚ,2
2025,10,120107,JUNÍN,HUANCAYO,CHILCA,F,30-59 AÑOS,PERÚ,1
2025,4,150123,LIMA METROPOLITANA,LIMA,PACHACAMAC,M,12-17 AÑOS,PERÚ,1
2025,3,220804,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,F,12-17 AÑOS,PERÚ,1
2025,2,200110,PIURA,PIURA,LA UNION,M,12-17 AÑOS,PERÚ,1
2025,9,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,6-11 AÑOS,PERÚ,1
2025,2,100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,M,6-11 AÑOS,PERÚ,1
2025,1,140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,M,12-17 AÑOS,PERÚ,1
2025,8,40117,AREQUIPA,AREQUIPA,SACHACA,F,12-17 AÑOS,PERÚ,1
2025,6,240101,TUMBES,TUMBES,TUMBES,M,6-11 AÑOS,VENEZUELA,1
2025,3,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,60 A MAS AÑOS,PERÚ,3
2025,9,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,F,18-29 AÑOS,PERÚ,1
2025,7,240101,TUMBES,TUMBES,TUMBES,M,30-59 AÑOS,PERÚ,1
2025,9,81211,CUSCO,QUISPICANCHI,OROPESA,F,18-29 AÑOS,PERÚ,1
2025,3,80301,CUSCO,ANTA,ANTA,F,30-59 AÑOS,PERÚ,1
2025,7,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,12-17 AÑOS,PERÚ,1
2025,3,140205,LAMBAYEQUE,FERREÑAFE,PITIPO,M,30-59 AÑOS,PERÚ,1
2025,7,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,M,18-29 AÑOS,PERÚ,1
2025,9,101001,HUÁNUCO,LAURICOCHA,JESUS,F,12-17 AÑOS,PERÚ,1
2025,6,10306,AMAZONAS,BONGARA,FLORIDA,M,18-29 AÑOS,PERÚ,1
2025,10,170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,M,30-59 AÑOS,PERÚ,1
2025,9,210101,PUNO,PUNO,PUNO,F,6-11 AÑOS,PERÚ,1
2025,2,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,12-17 AÑOS,PERÚ,2
2025,2,150716,REGIÓN LIMA,HUAROCHIRI,SAN ANTONIO,F,60 A MAS AÑOS,PERÚ,1
2025,5,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,M,18-29 AÑOS,PERÚ,2
2025,2,190301,PASCO,OXAPAMPA,OXAPAMPA,M,30-59 AÑOS,PERÚ,2
2025,1,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,60 A MAS AÑOS,PERÚ,1
2025,9,110106,ICA,ICA,PARCONA,F,12-17 AÑOS,PERÚ,1
2025,3,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,F,18-29 AÑOS,PERÚ,1
2025,6,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,M,18-29 AÑOS,PERÚ,1
2025,8,200101,PIURA,PIURA,PIURA,M,18-29 AÑOS,ECUADOR,1
2025,3,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,12-17 AÑOS,VENEZUELA,1
2025,5,40112,AREQUIPA,AREQUIPA,PAUCARPATA,M,30-59 AÑOS,PERÚ,1
2025,1,100301,HUÁNUCO,DOS DE MAYO,LA UNION,F,18-29 AÑOS,PERÚ,1
2025,7,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,F,12-17 AÑOS,VENEZUELA,1
2025,3,80604,CUSCO,CANCHIS,MARANGANI,M,18-29 AÑOS,PERÚ,1
2025,10,120901,JUNÍN,CHUPACA,CHUPACA,F,12-17 AÑOS,PERÚ,3
2025,8,190301,PASCO,OXAPAMPA,OXAPAMPA,M,18-29 AÑOS,PERÚ,1
2025,3,211001,PUNO,SAN ANTONIO DE PUTINA,PUTINA,M,60 A MAS AÑOS,PERÚ,1
2025,8,40307,AREQUIPA,CARAVELI,CHALA,M,30-59 AÑOS,PERÚ,1
2025,5,240101,TUMBES,TUMBES,TUMBES,F,18-29 AÑOS,VENEZUELA,1
2025,2,50601,AYACUCHO,LUCANAS,PUQUIO,F,12-17 AÑOS,PERÚ,1
2025,3,60801,CAJAMARCA,JAEN,JAEN,F,30-59 AÑOS,PERÚ,1
2025,10,61107,CAJAMARCA,SAN MIGUEL,LLAPA,F,30-59 AÑOS,PERÚ,1
2025,7,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,F,12-17 AÑOS,PERÚ,2
2025,7,30209,APURIMAC,ANDAHUAYLAS,PACUCHA,M,60 A MAS AÑOS,PERÚ,1
2025,6,90403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,F,12-17 AÑOS,PERÚ,1
2025,3,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,M,12-17 AÑOS,PERÚ,1
2025,3,150201,REGIÓN LIMA,BARRANCA,BARRANCA,F,18-29 AÑOS,PERÚ,1
2025,6,80106,CUSCO,CUSCO,SANTIAGO,M,30-59 AÑOS,PERÚ,3
2025,3,150110,LIMA METROPOLITANA,LIMA,COMAS,M,6-11 AÑOS,PERÚ,2
2025,4,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,30-59 AÑOS,PERÚ,3
2025,1,21702,ÁNCASH,RECUAY,CATAC,M,30-59 AÑOS,PERÚ,1
2025,6,30503,APURIMAC,COTABAMBAS,COYLLURQUI,M,30-59 AÑOS,PERÚ,1
2025,9,80103,CUSCO,CUSCO,POROY,M,12-17 AÑOS,PERÚ,1
2025,8,250301,UCAYALI,PADRE ABAD,PADRE ABAD,F,12-17 AÑOS,PERÚ,2
2025,4,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,M,30-59 AÑOS,PERÚ,2
2025,3,240201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,F,18-29 AÑOS,VENEZUELA,1
2025,1,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,M,30-59 AÑOS,PERÚ,2
2025,10,211101,PUNO,SAN ROMAN,JULIACA,F,12-17 AÑOS,PERÚ,16
2025,9,200601,PIURA,SULLANA,SULLANA,M,18-29 AÑOS,PERÚ,1
2025,2,150126,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,F,18-29 AÑOS,PERÚ,1
2025,10,70106,CALLAO,CALLAO,VENTANILLA,F,12-17 AÑOS,PERÚ,9
2025,10,160108,LORETO,MAYNAS,PUNCHANA,F,12-17 AÑOS,PERÚ,1
2025,9,160101,LORETO,MAYNAS,IQUITOS,F,12-17 AÑOS,PERÚ,3
2025,10,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,M,60 A MAS AÑOS,PERÚ,1
2025,6,60801,CAJAMARCA,JAEN,JAEN,M,30-59 AÑOS,PERÚ,1
2025,5,20204,ÁNCASH,AIJA,LA MERCED,M,12-17 AÑOS,PERÚ,1
2025,8,30608,APURIMAC,CHINCHEROS,RANRACANCHA,F,18-29 AÑOS,PERÚ,1
2025,4,100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,M,18-29 AÑOS,PERÚ,1
2025,5,80104,CUSCO,CUSCO,SAN JERONIMO,M,18-29 AÑOS,PERÚ,3
2025,5,150204,REGIÓN LIMA,BARRANCA,SUPE,M,12-17 AÑOS,PERÚ,1
2025,4,40413,AREQUIPA,CASTILLA,URACA,M,30-59 AÑOS,PERÚ,1
2025,6,220601,SAN MARTÍN,MARISCAL CACERES,JUANJUI,M,30-59 AÑOS,PERÚ,1
2025,1,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,30-59 AÑOS,PERÚ,7
2025,7,50601,AYACUCHO,LUCANAS,PUQUIO,M,12-17 AÑOS,PERÚ,1
2025,5,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,60 A MAS AÑOS,PERÚ,2
2025,2,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,M,12-17 AÑOS,PERÚ,1
2025,3,80106,CUSCO,CUSCO,SANTIAGO,F,30-59 AÑOS,PERÚ,4
2025,2,10312,AMAZONAS,BONGARA,YAMBRASBAMBA,M,0-5 AÑOS,PERÚ,1
2025,10,240101,TUMBES,TUMBES,TUMBES,M,18-29 AÑOS,PERÚ,2
2025,6,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,12-17 AÑOS,PERÚ,11
2025,4,80708,CUSCO,CHUMBIVILCAS,VELILLE,M,30-59 AÑOS,PERÚ,1
2025,10,100901,HUÁNUCO,PUERTO INCA,PUERTO INCA,M,12-17 AÑOS,PERÚ,1
2025,7,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,60 A MAS AÑOS,PERÚ,2
2025,6,80106,CUSCO,CUSCO,SANTIAGO,M,18-29 AÑOS,PERÚ,1
2025,2,80909,CUSCO,LA CONVENCION,VILCABAMBA,M,18-29 AÑOS,PERÚ,1
2025,8,80910,CUSCO,LA CONVENCION,PICHARI,M,30-59 AÑOS,PERÚ,3
2025,6,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,PERÚ,5
2025,10,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,,PERÚ,1
2025,4,22006,ÁNCASH,YUNGAY,RANRAHIRCA,F,18-29 AÑOS,PERÚ,1
2025,5,131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,F,12-17 AÑOS,PERÚ,2
2025,8,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,M,12-17 AÑOS,PERÚ,1
2025,2,110101,ICA,ICA,ICA,M,60 A MAS AÑOS,PERÚ,1
2025,2,150110,LIMA METROPOLITANA,LIMA,COMAS,M,18-29 AÑOS,VENEZUELA,1
2025,1,130501,LA LIBERTAD,JULCAN,JULCAN,F,18-29 AÑOS,PERÚ,1
2025,8,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,30-59 AÑOS,PERÚ,2
2025,2,100101,HUÁNUCO,HUANUCO,HUANUCO,M,30-59 AÑOS,PERÚ,1
2025,4,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,60 A MAS AÑOS,PERÚ,2
2025,4,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,18-29 AÑOS,PERÚ,1
2025,4,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,M,18-29 AÑOS,PERÚ,5
2025,2,150105,LIMA METROPOLITANA,LIMA,BREÑA,M,30-59 AÑOS,PERÚ,4
2025,4,90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,F,6-11 AÑOS,PERÚ,1
2025,3,120201,JUNÍN,CONCEPCION,CONCEPCION,F,18-29 AÑOS,PERÚ,1
2025,10,90403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,M,30-59 AÑOS,PERÚ,1
2025,8,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,12-17 AÑOS,PERÚ,1
2025,9,40509,AREQUIPA,CAYLLOMA,ICHUPAMPA,F,12-17 AÑOS,PERÚ,1
2025,3,150102,LIMA METROPOLITANA,LIMA,ANCON,M,18-29 AÑOS,PERÚ,1
2025,4,220803,SAN MARTÍN,RIOJA,ELIAS SOPLIN VARGAS,M,30-59 AÑOS,PERÚ,1
2025,10,230106,TACNA,TACNA,PACHIA,F,12-17 AÑOS,PERÚ,1
2025,3,190201,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,F,12-17 AÑOS,PERÚ,1
2025,10,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,60 A MAS AÑOS,PERÚ,3
2025,10,140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,M,12-17 AÑOS,PERÚ,1
2025,5,220908,SAN MARTÍN,SAN MARTIN,JUAN GUERRA,F,12-17 AÑOS,PERÚ,1
2025,3,200105,PIURA,PIURA,CATACAOS,M,0-5 AÑOS,PERÚ,1
2025,9,130107,LA LIBERTAD,TRUJILLO,MOCHE,M,12-17 AÑOS,PERÚ,1
2025,1,21910,ÁNCASH,SIHUAS,SICSIBAMBA,M,12-17 AÑOS,PERÚ,1
2025,4,150110,LIMA METROPOLITANA,LIMA,COMAS,F,12-17 AÑOS,PERÚ,10
2025,10,80106,CUSCO,CUSCO,SANTIAGO,F,12-17 AÑOS,PERÚ,5
2025,2,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,30-59 AÑOS,PERÚ,2
2025,9,80401,CUSCO,CALCA,CALCA,F,12-17 AÑOS,PERÚ,3
2025,3,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,18-29 AÑOS,PERÚ,1
2025,2,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,12-17 AÑOS,PERÚ,4
2025,3,211101,PUNO,SAN ROMAN,JULIACA,F,30-59 AÑOS,PERÚ,2
2025,3,190107,PASCO,PASCO,PAUCARTAMBO,F,18-29 AÑOS,PERÚ,1
2025,3,150801,REGIÓN LIMA,HUAURA,HUACHO,F,12-17 AÑOS,PERÚ,6
2025,8,70101,CALLAO,CALLAO,CALLAO,M,6-11 AÑOS,PERÚ,1
2025,8,150507,REGIÓN LIMA,CAÑETE,IMPERIAL,M,30-59 AÑOS,PERÚ,1
2025,4,30109,APURIMAC,ABANCAY,TAMBURCO,F,30-59 AÑOS,PERÚ,1
2025,1,60301,CAJAMARCA,CELENDIN,CELENDIN,F,30-59 AÑOS,PERÚ,1
2025,10,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,M,18-29 AÑOS,PERÚ,3
2025,10,50401,AYACUCHO,HUANTA,HUANTA,F,12-17 AÑOS,PERÚ,1
2025,4,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12-17 AÑOS,PERÚ,5
2025,2,50408,AYACUCHO,HUANTA,LLOCHEGUA,F,12-17 AÑOS,PERÚ,1
2025,1,40109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,6-11 AÑOS,PERÚ,2
2025,3,150113,LIMA METROPOLITANA,LIMA,JESUS MARIA,M,60 A MAS AÑOS,PERÚ,2
2025,9,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,60 A MAS AÑOS,PERÚ,1
2025,4,21801,ÁNCASH,SANTA,CHIMBOTE,F,12-17 AÑOS,PERÚ,7
2025,7,200105,PIURA,PIURA,CATACAOS,F,12-17 AÑOS,PERÚ,1
2025,9,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,12-17 AÑOS,PERÚ,35
2025,8,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,F,60 A MAS AÑOS,PERÚ,2
2025,1,20101,ÁNCASH,HUARAZ,HUARAZ,M,6-11 AÑOS,PERÚ,1
2025,9,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,12-17 AÑOS,PERÚ,1
2025,6,40101,AREQUIPA,AREQUIPA,AREQUIPA,M,30-59 AÑOS,PERÚ,2
2025,10,110501,ICA,PISCO,PISCO,F,12-17 AÑOS,PERÚ,1
2025,1,110303,ICA,NAZCA,EL INGENIO,F,12-17 AÑOS,PERÚ,1
2025,8,100102,HUÁNUCO,HUANUCO,AMARILIS,F,12-17 AÑOS,PERÚ,5
2025,1,120428,JUNÍN,JAUJA,SAN LORENZO,M,12-17 AÑOS,PERÚ,1
2025,5,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,M,30-59 AÑOS,PERÚ,2
2025,8,60601,CAJAMARCA,CUTERVO,CUTERVO,F,12-17 AÑOS,PERÚ,2
2025,9,220804,SAN MARTÍN,RIOJA,NUEVA CAJAMARCA,M,6-11 AÑOS,PERÚ,1
2025,10,20101,ÁNCASH,HUARAZ,HUARAZ,M,30-59 AÑOS,PERÚ,4
2025,1,200505,PIURA,PAITA,LA HUACA,F,12-17 AÑOS,PERÚ,1
2025,6,100801,HUÁNUCO,PACHITEA,PANAO,M,12-17 AÑOS,PERÚ,1
2025,4,211203,PUNO,SANDIA,LIMBANI,M,18-29 AÑOS,PERÚ,1
