periodo_denuncia,anio_denuncia,fecha_descarga,distrito_fiscal,especialidad,tipo_caso,generico,subgenerico,articulo,des_articulo,cantidad,ubigeo_pjfs,dpto_pjfs,prov_pjfs,dist_pjfs,fecha_corte
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,306,Incumplimiento de las normas relativas al manejo de residuos sólidos,9,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-A,Delito de minería ilegal,62,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-B,Formas agravadas (minería ilegal),4,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-C,Delito de financiamiento de la minería ilegal,2,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-E,Tráfico ilícito de insumos químicos y maquinarias destinados a minería ilegal,1,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,S/Art,DELITOS DE CONTAMINACIÓN,1,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307,Tráfico ilegal de residuos peligrosos,2,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,305,Formas agravadas,1,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,DELITOS DE CONTAMINACION,307-D,Delito de obstaculización de la fiscalización administrativa (minería ilegal),1,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS AMBIENTALES,RESPONSABILIDAD FUNCIONAL E INFORMACIÓN FALSA,314-B,Responsabilidad por información falsa contenida en informes,1,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,"LEY 26859, LEY ORGANICA DE ELECCIONES",DELITOS CONTRA EL DERECHO AL SUFRAGIO,LEY26859,"Ley 26859, Ley Orgánica de Elecciones",1,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS,2,Acceso Ilícito,2,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS CONTRA DATOS Y SISTEMAS INFORMATICOS,4,Atentado contra la integridad de sistemas informáticos,2,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA EL PATRIMONIO,8,Fraude informático,98,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA FE PUBLICA,9,Suplantación de identidad,54,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DELITOS INFORMATICOS CONTRA LA INDEMNIDAD Y LIBERTAD SEXUALES,5,"Proposiciones a niños, niñas y adolescentes con fines sexuales por medios tecnológicos",1,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",DISPOSICIONES COMUNES,10,Abuso de mecanismos y dispositivos informáticos,3,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS","LEY Nº 30096, LEY DE DELITOS INFORMATICOS (Sin especificar delito subgenérico)",S/Art,"LEY Nº 30096, LEY DE DELITOS INFORMATICOS",19,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,APURIMAC,PENAL,DENUNCIA,DELITOS TRIBUTARIOS,ELABORAC. Y COMERC. CLANDEST. DE PRODUCTOS,272,Comercio Clandestino,2,030101,APURIMAC,ABANCAY,ABANCAY,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",130,Injuria,2,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",131,Calumnia,10,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL HONOR,"INJURIA,CALUMNIA Y DIFAMACION",132,Difamación,18,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,241-A,Corrupción en el ámbito privado,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,241-B,Corrupción al interior de entes privados,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DE OTROS DELITOS ECONOMICOS,241,"Fraude en remates, licitaciones y concursos públicos",1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,DESEMPEÑO DE ACTIVIDADES NO AUTORIZADAS,243-C,Funcionamiento ilegal de juegos de casino y máquinas tragamonedas,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL ORDEN ECONOMICO,ABUSO DEL PODER ECONOMICO,232,Abuso del poder económico,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS FINANCIEROS,247,Financiamiento por medio de información fraudulenta,2,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,252,Fabricación y falsificación de moneda de curso legal,2,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL ORDEN FINANCIERO Y MONETARIO,DELITOS MONETARIOS,254,Tráfico de moneda falsa,3,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-A,Hurto de ganado,76,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-B,Hurto de uso de ganado,14,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ABIGEATO,189-C,Robo de ganado ,3,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,190,Apropiación ilícita común,185,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,191,Sustracción de bien propio,4,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,APROPIACION ILICITA,192,Apropiación irregular,12,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,205,Daño simple,731,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206,Formas agravadas,181,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,206-A,Abandono y actos de crueldad contra animales domésticos y silvestres,59,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,DAÑOS,207,Producción o venta de alimentos en mal estado para los animales,4,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196,Estafa,826,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,196-A,Estafa agravada,91,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ESTAFA Y OTRAS DEFRAUDACIONES,197,Casos de defraudación,63,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,200,Extorsión.,180,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,EXTORSION,201,Chantaje,10,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,FRAUDE EN LA ADMINISTR. DE PERS. JURID.,198,Administración fraudulenta,9,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,185,Hurto simple,956,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186,Hurto agravado,1241,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,186-A,Dispositivos para asistir a la decodificación de señales de satélite portadoras de programas,5,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,HURTO,187,Hurto de uso,3,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,194,Receptación.,207,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,RECEPTACION,195,Formas agravadas,45,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,188,Robo.,64,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,ROBO,189,Robo agravado,481,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,202,Usurpación.,828,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,203,Desvío ilegal del curso de las aguas,7,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO,USURPACION,204,Formas agravadas de usurpación,393,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,226,Atentados contra monumentos arqueológicos,9,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,228,Extracción ilegal de bienes culturales,2,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA EL PATRIMONIO CULTURAL,CONTRA LOS BIENES CULTURALES,229,Omisión de deberes de funcionarios públicos,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376,Abuso de autoridad,271,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,376-B,Otorgamiento ilegítimo de derechos sobre inmuebles (abuso de autoridad),5,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,377,"Omisión, rehusamiento o demora de actos funcionales (abuso de autoridad)",209,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,378,Denegación o deficiente apoyo policial (abuso de autoridad),2,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,381,Nombramiento o aceptación ilegal (abuso de autoridad),56,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,382,Concusión,17,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,384,Colusión simple y agravada (concusión),135,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,387,Peculado doloso y culposo (peculado),103,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,388,Peculado de uso (peculado),37,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,390,Retardo injustificado de pago (peculado),20,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,391,Rehusamiento a entrega de bienes depositados o puestos en custodia,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,393,Cohecho pasivo propio (corrupción de funcionarios),33,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395-A,Cohecho pasivo propio en el ejercicio de la función policial (corrupción de funcionarios),1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,397,Cohecho activo genérico (corrupción de funcionarios),3,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,398,Cohecho activo específico (corrupción de funcionarios),3,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,399,Negociación incompatible o aprovechamiento indebido de cargo (corrupción de funcionarios),233,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,400,Tráfico de influencias (corrupción de funcionarios),11,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,389,Malversación (peculado),29,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,380,Abandono de cargo (abuso de autoridad),1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,383,Cobro indebido (concusión),10,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,394,Cohecho pasivo impropio (corrupción de funcionarios),20,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,395,Cohecho pasivo específico (corrupción de funcionarios),19,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,385,Patrocinio ilegal (concusión),13,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,401,Enriquecimiento ilícito (corrupción de funcionarios),6,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS,392,Extensión del tipo (peculado),1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,361,Usurpación de función pública,63,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,363,Ejercicio ilegal de profesión,18,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,365,Violencia contra la autoridad para obligarle a algo,3,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,366,Violencia contra la autoridad para impedir el ejercicio de sus funciones,6,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,367,Formas agravadas (Art. 365 y 366),1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368,Resistencia o desobediencia a la autoridad,325,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-A,"Ingreso indebido de equipos o sistema de comunicación, fotografía y/o filmación en centros de detención o reclusión",23,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
ENERO - NOVIEMBRE,2025,10/12/2025,AYACUCHO,PENAL,DENUNCIA,CONTRA LA ADMINISTRACION PUBLICA,DELITOS COMETIDOS POR PARTICULARES,368-B,Ingreso indebido de materiales o componentes con fines de elaboración de equipos de comunicación en centros de detención o reclusión,1,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,17/12/2025
